,Nb_Tweets,Nb_Positive_Tweets,Nb_Negative_Tweets,nb_Neutral_Tweets,text,Sentiment_Score,Party,Name,Category
2016-05-01,2,1,0,1,"['johnredwood freedom democracy freedom trade legislate manage affairs prosperity flows freedom', 'cries johnredwood transparent comments boe supported told listen important people']",0.4,Conservative,John Redwood,Leave EU
2016-05-01,3,0,0,3,"['leaveeuofficial telegraph expect', 'encouraged response postal voters met today pleasure aligned katehoeymp voters support views', 'bbcnews skynews debate vs nominate danhannanmep katehoeymp remain']",0.0,Labour,Kate Hoey,Leave EU
2016-05-01,1,1,0,0,['know media getting poll results think clear lead'],0.10000000000000002,Conservative,Kit Malthouse,Leave EU
2016-05-01,5,2,1,2,"['economics dell boy argument https', 'view one windows hq accountable electorate democracy unlike', 'surprised pleased see name million miles space borisjohnson pestononsunday twitter galaxy map', 'light today nonsense pic front private eye worth retweeting', 'cunning plan ridiculous scare story sight']",0.1380952380952381,Conservative,Michael Fabricant,Leave EU
2016-05-01,1,0,1,0,['borisjohnson michaelgove save us pls staying desperate'],-0.6,Conservative,Michael Gove,Leave EU
2016-05-01,1,1,0,0,['lots tories particular saying want hear local mps'],0.08333333333333333,Conservative,Michael Tomlinson,Leave EU
2016-05-01,5,5,0,0,"['brilliant andrealeadsom uk will future side', 'steve hilton realised gov much done disagreed eu read', 'eu unaccountable must leave impressive article steve hilton', 'great article nadhimzahawi smes will benefit free burdensome regulation', 'excellent andrealeadsom marrshow morning city trade economy']",0.6142857142857144,Conservative,Nadhim Zahawi,Leave EU
2016-05-01,1,0,0,1,['nazshahbfd debate hear experts decide'],0.0,Labour,Naz Shah,Leave EU
2016-05-01,1,0,0,1,['georgeperetzqc normanlamb email received nhs confirming contact remove unauthorised use trademark'],0.0,Liberal Democrats,Norman Lamb,Leave EU
2016-05-01,4,2,1,1,"['leaveeuofficial yet another complete set lies remain camp', 'amazing dedication team witham today thank support', 'rt desperate propaganda campaign', 'team will across stanway making case']",2.0816681711721685e-17,Conservative,Priti Patel,Leave EU
2016-05-01,1,1,0,0,['let campaigning joined stall aberdeen warm response local folk'],0.3,Scottish National,Ross Thomson,Leave EU
2016-05-01,2,1,0,1,"['take lack response admittance thanks clarifying', 'going answer question yesterday tweeted hours ago']",0.2,Conservative,Sajid Javid,Leave EU
2016-05-01,1,0,0,1,['alice wonderland economics fables fairy tales pm play part decision june'],0.0,Democratic Unionist,Sammy Wilson,Leave EU
2016-05-01,1,1,0,0,['lots tories particular saying want hear local mps'],0.08333333333333333,Conservative,Simon Hoare,Leave EU
2016-05-01,1,0,0,1,['timfarron want removed cross party politics let remove political punch bag'],0.0,Liberal Democrats,Tim Farron,Leave EU
2016-05-01,1,1,0,0,['lots tories particular saying want hear local mps'],0.08333333333333333,Conservative,Tobias Ellwood,Leave EU
2016-05-01,1,0,0,1,['smell vincecable bull facts based guess work'],0.0,Liberal Democrats,Vincent Cable,Leave EU
2016-05-01,1,1,0,0,['independent one truly receiving considerable funding one side'],0.05,Labour,Wes Streeting,Leave EU
2016-05-01,2,0,0,2,"['sadiq cameron teamed duo hell zacgoldsmith borisjohnson', 'sadiq cameron teamed duo hell zacgoldsmith borisjohnson']",0.0,Liberal Democrats,Zac Goldsmith,Leave EU
2016-06-01,1,0,0,1,['fishermen support mp alanmakmp supports'],0.0,Conservative,Alan Mak,Leave EU
2016-06-01,1,0,0,1,['fight independence gutted scots outvoted last time wish vote westminster'],0.0,Scottish National,Alison Thewliss,Leave EU
2016-06-01,1,1,0,0,['yes sure one said something one never openly supported'],0.25,Conservative,Andrea Jenkyns,Leave EU
2016-06-01,51,30,5,16,"['andrealeadsom u listen wall silence politicians u listen', 'shame shame andrealeadsom toxic top pls https', 'great positive polite assured performance andrealeadsom tonight https', 'really impressive performance andrealeadsom positive bright optimistic case life outside eu', 'great point andrealeadsom exclude best nurses world working uk eu', 'cracking piece andrealeadsom', 'amazing andrealeadsom true woman people absolutely sums situation https', 'good see strong sensible performance andrealeadsom team makes change light heat debate', 'class act leave team borisjohnson giselastuart andrealeadsom', 'brilliant performance giselastuart andrealeadsom borisjohnson putting forward positive case', 'outcome negative outstanding performance andrealeadsom borisjohnson giselastuart', 'smooth performance andrealeadsom borisjohnson giselastuart', 'fantastic positive case borisjohnson giselastuart andrealeadsom', 'well done andrealeadsom bossed debate calm measured throughout need take control back brussels', 'passionate robust positive messages borisjohnson andrealeadsom giselastuart life eu', 'spot andrealeadsom uk businesses export eu', 'passionate opening andrealeadsom', 'eu yesterday game true andrealeadsom', 'real passion andrealeadsom evening rallying cry', 'town centre fabulous campaigners plenty interest residents', 'keep trying come andrealeadsom backing huge number camp', 'royalnavynews andrealeadsom thank vote let keep ttip away nhs', 'thank vote italy madam hope country will rise fight againt eu uk', 'huge reasons vote eu andrealeadsom pennymordauntmp ammorrismp timloughton https', 'superb team tv last night borisjohnson andrealeadsom giselastuart great', 'andrealeadsom ruthdavidsonmsp commonslibrary yes shouty good attitude strongerin crowd', 'hold breath waiting reply strongerin yeah right light away eu', 'great andrealeadsom facts side side fear', 'andrealeadsom replies question donation ex bnp member citing threats criminal migrants mask slips', 'member countries organise curry gold andrealeadsom', 'class act vote leave team giselastuart andrealeadsom borisjohnson', 'cracking piece andrealeadsom stewart jackson mp june', 'catching hearing strong message hope opportunity team excellent contributions andrealeadsom', 'significant point last night scrappy itv debate excellent andrealeadsom', 'tonight debate fantastic strong points team giselastuart andrealeadsom borisjohnson', 'impeccable performance boris gisela stuart andrealeadsom bring june uk independence day', 'sympathetic doubt mask slips great half borisjohnson giselastuart andrealeadsom', 'eu yesterday game true andrealeadsom nadhim zahawi nadhimzahawi june', 'brilliant andrealeadsom made mrjamesob look pussy cat clear concise strong', 'next leader come camp means borisjohnson andrealeadsom', 'saw campaign andrealeadsom convincing honest hope stands leadership', 'meanwhile andrealeadsom told us much made hedge funds vote occurred', 'apart giselastuart andrealeadsom everyone seem lied dissembled equivocated', 'wonder amalgam party emerging superb effort wd sweep uk à la snp andrealeadsom giselastuart daviddavismp', 'hearing andrealeadsom ignorance dandy attitude ai fooling one control', 'great performance team classy round well done', 'even u gave money give andrealeadsom weasel words', 'even u gave cash give andrealeadsom pw weasel words', 'nothing compared letter mp andrealeadsom hits eu nail firmly head', 'receive open letter andrealeadsom case must read', 'andrealeadsom excluded national stage']",0.3777354288223854,Conservative,Andrea Leadsom,Leave EU
2016-06-01,4,1,0,3,"['hopefully visit andrewrosindell afternoon changed mums mind leave eu', 'clear last night people buying project fear putting faith amazing country', 'voting stop uk sucked united states europe let trade cooperate govern', 'read letter local mp andrewrosindell lists several reasons vote one legitimate none']",0.14,Conservative,Andrew Rosindell,Leave EU
2016-06-01,1,1,0,0,['great support houghton regis dunstable surrounding villages protect country uncertainty eu'],0.8,Conservative,Andrew Selous,Leave EU
2016-06-01,12,4,4,4,"['livechonews oldham echo telling people liverpool vote stick skinner', 'sherhayward guardian hurts real workers angela work competition eastern eu', 'mention tory toff david cameron another poor argument league angelaeagle', 'angelaeagle voice made switch remain personally attacks disgusting', 'angelaeagle pathetic constant personal attacks borisjohnson clearly reading script https', 'constant personnel attacks nicolasturgeon angelaeagle show real lack quality argument', 'know nicolasturgeon angelaeagle mannerless manna heaven', 'lot finger pointing angelaeagle yes mostly take wealth nicolasturgeon', 'sbarutta angelaeagle many cars buy stupid', 'angelaeagle human rights around eu come council europe https', 'feeling passion jc almost really care eu', 'angelaeagle hilarybennmp peace come nato war will come face putin eu army']",-0.10000000000000002,Labour,Angela Eagle,Leave EU
2016-06-01,8,1,4,3,"['totally disconnected reality stop bitterness resign business will thrive', 'angry lady got speaking aggy aggressive noise', 'awful condescending substance', 'government puppy gets crap today time chancellor sick tired eu cudgel', 'even watching day currently watching episode', 'poor performance one positive point take tonight', 'wise words cllrjoncollins economic risk great city', 'joshualivestro politixuk abuse shameful migrant workers contribute uk']",-0.15725108225108225,Conservative,Anna Soubry,Leave EU
2016-06-01,1,0,0,1,['cut vat household energy bills something eu currently prevents us'],0.0,Conservative,Anne Marie Morris,Leave EU
2016-06-01,1,1,0,0,['fantastic result northumberland favour leaving eu now take control great country'],0.6000000000000001,Conservative,Anne-Marie Trevelyan,Leave EU
2016-06-01,1,0,0,1,['itvnews speaker campaign post programme analysis'],0.0,Labour,Barbara Keeley,Leave EU
2016-06-01,2,1,0,1,"['benpbradshaw huffpostukpol whole govt machinery blocked one plan', 'local news censorship expressandecho maybe benpbradshaw supply working link']",0.1,Labour,Ben Bradshaw,Leave EU
2016-06-01,5,2,1,2,"['boris right tiny commission officials come uk elected none', 'another piece spin press doubt will make difference', 'pics southend campaigning today jamesduddridge bernardjenkin', 'pm wrong limit uncontrolled immigration eu let take back control', 'let fair skills based system invite across world']",0.09714285714285713,Conservative,Bernard Jenkin,Leave EU
2016-06-01,2,1,0,1,"['uk parliament advanced workers rights paid holidays equal pay without help eu', 'cut vat household energy bills something eu currently prevents us']",0.13333333333333333,Conservative,Bob Blackman,Leave EU
2016-06-01,81,37,10,34,"['one last push borisjohnson', 'ericpickles campaign disgrace sad good friend borisjohnson distance farage poster', 'best part tonight closing speech borisjohnson passionate', 'borisjohnson channel islander give benefits entry eu citizens takes years us', 'great performance borisjohnson tonight take control june', 'final speech borisjohnson receives standing ovation cheers', 'brilliant response borisjohnson speaking absolute passion defending huge cheers', 'hello norwich grt support stevehiltonx attempt selfie bus', 'class act leave team borisjohnson giselastuart andrealeadsom', 'finally heard something borisjohnson lived hype brilliant closing statement put bus', 'brilliant performance giselastuart andrealeadsom borisjohnson putting forward positive case', 'smooth performance andrealeadsom borisjohnson giselastuart', 'fantastic positive case borisjohnson giselastuart andrealeadsom', 'passionate robust positive messages borisjohnson andrealeadsom giselastuart life eu', 'fantastic opening borisjohnson let june', 'fat cats uncontrolled immigration keeps wages low controls costs means dosh top borisjohnson', 'borisjohnson right says laws come eu fundamentally undemocratic', 'borisjohnson pointing laws come brussels concern everybody', 'outstanding performance usual borisjohnson rally', 'remember per cent eu officials come country trade deals us', 'admire trussliz supporting borisjohnson', 'hilarious spot predicament borisjohnson captured meme downfall', 'voting done education health housing industry voted ni dupleader borisjohnson', 'pics today vip passenger borisjohnson', 'terrible desperation media discredit establishment full panic mode', 'excellent show sides borisjohnson really summed mood things liberty democracy', 'massive cheers audience borisjohnson said let thursday june british independence day', 'rousing closing speech performance borisjohnson', 'absolutely great closing remarks borisjohnson june independence day', 'wondering borisjohnson made debacle reckon might considering distancing train wreck', 'borisjohnson bbcnews bbclaurak nyt great britain little england', 'need eu guarantee humanity great line borisjohnson ref employee rights', 'insults towards borisjohnson team remain nothing debate extremely frustrating', 'outcome negative outstanding performance andrealeadsom borisjohnson giselastuart', 'borisjohnson bankrolled hedge fund managers set gain https', 'yes save nhs eu ttip peril', 'borisjohnson utter rubbish campaign come quick enough https', 'good comment borisjohnson', 'borisjohnson britain great need hurdles removing business strain uncontrolled migration', 'hell car flags', 'great selfie successful battlebus talented borisjohnson', 'another brilliant selfie', 'borisjohnson learns fashion simonjersey factory', 'churlish becos spite appalling bias leave lead eu borisjohnson', 'borisjohnson dumped nation walked away walked away supporters', 'learn deny said seems work bbcnews', 'next leader come camp means borisjohnson andrealeadsom', 'letter borisjohnson member parliament uxbridge south ruislip people uk', 'congratulations borisjohnson friends loses top credit rating s p', 'silence camp deafening borisjohnson', 'borisjohnson brexiteers racist somebody publicly condemn', 'seems move chaos theory chaos praxis lies borisjohnson michaelgovemp shame', 'children parents targeted schools men women targeted streets borisjohnson led', 'little reassurance gang nice borisjohnson', 'borisjohnson camera equipment wanted order abroad became expensive night', 'part official campaign hear borisjohnson surely know next', 'wins must leave sound borisjohnson https', 'certainty will leader within sooner win', 'lets hear risks leaving borisjohnson mr big campaign boris', 'independence borisjohnson hopefully people will see theatricalities empty promises vote', 'powerful points london mayor sadiqkhan load nonsense old mayor borisjohnson welldone sadiq', 'realise importance protecting trade borisjohnson talks immediate withdrawal jurisdiction', 'borisjohnson shift old eu economies new developing ones uk forge path global facing eec', 'back gym watching borisjohnson brilliant performance explaining policies superb stuff', 'influential voice borisjohnson convinces pushes steps back created', 'borisjohnson helps stir caldron turmoil runs away subsequent mess', 'unhumanrights anyone even addressed cameron amongst others peep boris', 'sets borisjohnson negotiate join position strength', 'hi edvaizey late think borisjohnson anyone will condemn', 'agree voices gone need statement michaelgovemp borisjohnson', 'borisjohnson commonly noted uk jumped ship misquoted read cut away growing cancer', 'reports indicate', 'project fear history repeats remain lies vote https', 'choice begtween lies lies b pragmatism sad', 'borisjohnson saying side hope nobody none messages spread represent fear hate evidence', 'leave beleave britain italy borisjohnson', 'great performance team classy round well done', 'never take cheque borisjohnson believe pay debt legally obligated honour', 'lots personal insults flying towards borisjohnson classy team', 'great borisjohnson tonight real debate lets hope hear', 'andrealeadsom excluded national stage']",0.23606010847390163,Conservative,Boris Johnson,Leave EU
2016-06-01,1,0,0,1,['lies cameron man disgrace ca rid eu migrants months'],0.0,Conservative,Brandon Lewis,Leave EU
2016-06-01,6,4,1,1,"['butt hurt carolinelucas absolutely comical', 'british cousins across pond write americans love independence', 'compared bare faced lies deceit abuse support eu oligarchs', 'thegreenparty enjoying book finally tipped undecided voting', 'natalieben carolinelucas let millions ppl turkey etc elderly public services shagged', 'thick something people countries live study argument']",0.15404040404040403,Green  of England and Wales,Caroline Lucas,Leave EU
2016-06-01,2,2,0,0,"['good morning dover team force cc charlieelphicke nsoamesmp', 'good morning dover team force cc charlieelphicke nsoamesmp vote leave']",0.7,Conservative,Charlie Elphicke,Leave EU
2016-06-01,3,2,0,1,"['last minute intervention president junker confirms reform eu uk got going tks bunch', 'good see strong sensible performance andrealeadsom team makes change light heat debate', 'class act gover rational optimistic patriotic foresight full common sense']",0.2638888888888889,Conservative,Cheryl Gillan,Leave EU
2016-06-01,2,0,0,2,"['told wardens remove banners reply chi cc', 'already row thought promised immigration thousands rhonddabryant']",0.0,Labour,Chi Onwurah,Leave EU
2016-06-01,1,1,0,0,['constituancy brilliant job mp disagree one will'],0.9,Conservative,Chloe Smith,Leave EU
2016-06-01,2,1,0,1,"['lorddeben victoriabeckham true wealth insulates eu failure', 'already row thought promised immigration thousands rhonddabryant']",0.016666666666666635,Labour,Chris Bryant,Leave EU
2016-06-01,2,1,0,1,"['corbyn reform inside tubes', 'gordon brown right uk regional policy eu chhcalling']",0.2857142857142857,Conservative,Chris Heaton-Harris,Leave EU
2016-06-01,14,2,3,9,"['hiding place mps overblown promises campaign https', 'legacy begins happy borisjohnson nicolasturgeon chukaumunna save us https', 'left think money eu contributions put back public transport', 'share world output accounted current members eu fallen', 'watching process outside bothers threats happens', 'chukaumunna buy goods eu sell goods eu need us need', 'chukaumunna lied eu migration know ca stop eu passport holders moving even criminal records', 'vote remain retire politics', 'ivotestay chukaumunna jamesberrymp mainly power play public buying immigration fear scary', 'pm agrees hiding place mps overblown promises campaign https', 'chukaumunna much investment rich backers brexit keeping british crown dependency tax havens eu regulation', 'lbc nickferrarilbc chukaumunna knew warsi side stands alone knowledge', 'independent talk bollocks people reclaiming powers taken without consent', 'dom gloom chukaumunna changes subject knows wrong']",-0.009313725490196078,Labour,Chuka Umunna,Leave EU
2016-06-01,2,1,0,1,"['house commons library research shows legislation comes eu let', 'strong stuff boris andrea gisela tonight']",0.4333333333333333,Conservative,Conor Burns,Leave EU
2016-06-01,1,1,0,0,['getting small back eu projects worth unaudited protection money eu extort us'],0.016666666666666663,Labour,Dan Jarvis,Leave EU
2016-06-01,5,3,0,2,"['yes voted though back door stuff nicky morgan', 'food thought daviddavismp trying decide', 'daviddavismp perfect man take cameron https', 'new pm come leave camp yes time apply join polit party daviddavismp', 'wonder amalgam party emerging superb effort wd sweep uk à la snp andrealeadsom giselastuart daviddavismp']",0.5340909090909091,Conservative,David Davis,Leave EU
2016-06-01,4,2,2,0,"['davidlammy seriously go willof uk population communist politics eu', 'davidlammy hint best petition nation https', 'davidlammy cause mates tipton exist birmingham black country spoken', 'honest kind rubbish davidlammy exactly labour will never win another ge won https']",0.22142857142857147,Labour,David Lammy,Leave EU
2016-06-01,2,0,1,1,"['much learn ireland sail puddles past kavanagh', 'disgracefully flatearthing ireland danmulhall dlidington cta threat brexit']",-0.024999999999999994,Conservative,David Lidington,Leave EU
2016-06-01,3,2,0,1,"['reading troll tweets plaid activists rained cloud cloud cuckoo land', 'positive arguments vote leave standing ovation stand democracy https', 'buy far eu buy us interest strike free trade agreement us']",0.24242424242424243,Conservative,David T. C. Davies,Leave EU
2016-06-01,5,0,2,3,"['vote remain retire politics', 'ca negotiate dictatorship learned nothing camerons failure', 'oh hackneyabbott lies side far worse work public fell', 'racists profit care people voted brexit', 'hackneyabbott found people god save uk likes']",-0.15416666666666667,Labour,Diane Abbott,Leave EU
2016-06-01,6,4,1,1,"['britain backs cameron must remain pm letter tory mps telling', 'latest polling data feels right doorsteps outside', 'remain still saying need eu protect uk environment now eh lead clean air act', 'great line gisela rights need eu protect us rights always better europe', 'pending maybe less mr might good wait maybe views will help', 'rude least sir john major moved calling tories agree']",0.2225649350649351,Conservative,Dr Andrew Murrison,Leave EU
2016-06-01,4,0,0,4,"['will exempt closer union conned conned now', 'instruction people ukparliament comment leadership govt', 'pics southend campaigning today jamesduddridge bernardjenkin', 'veiled threats eu time angela will understand will bullied staying']",0.0,Conservative,Dr Liam Fox,Leave EU
2016-06-01,1,0,1,0,['laws come eu objections overruled times milch cow'],-0.13333333333333333,Conservative,Dr Thérèse Coffey,Leave EU
2016-06-01,6,4,1,1,"['british values gave home fleeing european values', 'ivotestay good hear ed really going help campaign', 'problem best uprooted source', 'young people always edu many backgrounds dredamitchell already told', 'needs young people always many backgrounds https', 'fuck mouse amongst men still smarting chinese burns']",0.24545454545454548,Labour,Edward Miliband,Leave EU
2016-06-01,4,1,1,2,"['want servitude eu british democracy', 'fighting quitting want fight thank', 'hi edvaizey late think borisjohnson anyone will condemn', 'great letter mp might heard outright star campaign']",0.16666666666666666,Independent,Edward Vaizey,Leave EU
2016-06-01,2,1,0,1,"['admire trussliz supporting borisjohnson', 'nsoamesmp renamed embattled bus save uk tax avoiders']",0.25,Conservative,Elizabeth Truss,Leave EU
2016-06-01,2,0,1,1,"['big difference immigration concerns xenophobic hysteria', 'got back delivering doorstepping deep wide emilythornberry approve']",-0.025,Labour,Emily Thornberry,Leave EU
2016-06-01,1,0,0,1,['emmalewellbuck took jarrow took south tyneside team vote leave helpers shown democracy'],0.0,Labour,Emma Lewell-Buck,Leave EU
2016-06-01,3,2,0,1,"['well done danhannanmep hear far next couple wks emmareynoldsmp', 'lot scaremongering leave side wasnt remain side said third world war', 'low middle incomes cheap labour labour flooding europe']",0.08333333333333333,Labour,Emma Reynolds,Leave EU
2016-06-01,7,7,0,0,"['one best articles read leave frankfieldteam', 'absolutely stand frankfieldteam scargillarthur true socialist tyranny', 'leaveeuofficial great work qt thank huge respect many', 'wise words frankfieldteam bbcquestiontime thank u sharing', 'great words frankfieldteam close whoever pm will need unite country accept result', 'powerful point opportunity frankfieldteam kids kids', 'frankfieldteam great man brilliant hear thoughts honest man labourleave']",0.6124999999999999,Others,Frank Field,Leave EU
2016-06-01,1,1,0,0,['great response local farmers holsworthy market today'],0.4,Conservative,Geoffrey Cox QC,Leave EU
2016-06-01,1,1,0,0,['fascinating suggests currently lead looks days away economic earthquake https'],0.3,Conservative,George Freeman,Leave EU
2016-06-01,3,1,0,2,"['passed equal pay sex discrimination holiday pay act without help eu harrietharman talking britain', 'never voted uk monarch either hypocrisy', 'sound right coming labour despicable ex deputy leader']",0.22857142857142856,Labour,Harriet Harman QC,Leave EU
2016-06-01,1,0,0,1,['minutes away bbctees debate jameswhartonuk speaks helengoodmanmp'],0.0,Labour,Helen Goodman,Leave EU
2016-06-01,12,4,3,5,"['strongerin tony benn said eu wise words great man', 'hilarybennmp must remain poach skilled staff countries need', 'yes taking away sovereignty democratic rights individual nations', 'care workers come theres training cheaper elsewhere', 'hilarybennmp case boy o boy apple fall far tree', 'awful responses hilarybennmp let see bbc news report interview accurately holding breath', 'think hilarybennmp lost argument first question afneil', 'rubbish hilarybennmp currently taking battering andrew neil https', 'hilarybennmp apple fell long long way tree', 'equal pay act passed uk parliament fear mongering hilarybennmp', 'hilarybennmp must plant campaign nobody naive stupid', 'angelaeagle hilarybennmp peace come nato war will come face putin eu army']",0.0392857142857143,Labour,Hilary Benn,Leave EU
2016-06-01,3,0,0,3,"['remain run start open debate', 'remember went democracy next time use democracy remove power', 'cheers nato will take']",0.0,Labour,Jack Dromey,Leave EU
2016-06-01,3,1,2,0,"['scared heard mongol army will rise dead destroy uk', 'conservatives campaigns outshone everyone exception gisela stuart clear win', 'junker bring british stupid take pain away kind negativity']",0.042857142857142864,Conservative,James Cleverly,Leave EU
2016-06-01,1,0,0,1,['pics southend campaigning today jamesduddridge bernardjenkin'],0.0,Conservative,James Duddridge,Leave EU
